grammar,op,k,trial,p,e,strategy,answer,landed,overshoot,lost,cascade
c-like conventional with strings and line comments,substitute,1,132,253358,253358,semicolon,253361,1,1,1,1
c-like conventional with strings and line comments,substitute,1,133,167597,167597,certified,167622,1,24,7,1
c-like conventional with strings and line comments,substitute,1,133,167597,167597,skip-one,167598,1,0,0,1
c-like conventional with strings and line comments,substitute,1,133,167597,167597,newline,167623,1,25,8,1
c-like conventional with strings and line comments,substitute,1,133,167597,167597,semicolon,167835,1,237,72,1
c-like conventional with strings and line comments,substitute,1,134,65663,65663,certified,65709,1,44,13,1
c-like conventional with strings and line comments,substitute,1,134,65663,65663,skip-one,65664,0,-1,0,1
c-like conventional with strings and line comments,substitute,1,134,65663,65663,newline,65710,1,45,14,1
c-like conventional with strings and line comments,substitute,1,134,65663,65663,semicolon,65733,1,68,22,1
c-like conventional with strings and line comments,substitute,1,135,179795,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,136,66073,66073,certified,66098,1,23,6,1
c-like conventional with strings and line comments,substitute,1,136,66073,66073,skip-one,66074,0,-1,0,1
c-like conventional with strings and line comments,substitute,1,136,66073,66073,newline,66098,1,23,6,1
c-like conventional with strings and line comments,substitute,1,136,66073,66073,semicolon,66113,1,38,12,1
c-like conventional with strings and line comments,substitute,1,137,39584,39584,certified,39595,1,10,3,1
c-like conventional with strings and line comments,substitute,1,137,39584,39584,skip-one,39585,1,0,0,1
c-like conventional with strings and line comments,substitute,1,137,39584,39584,newline,39595,1,10,3,1
c-like conventional with strings and line comments,substitute,1,137,39584,39584,semicolon,39675,1,90,23,1
c-like conventional with strings and line comments,substitute,1,138,227107,227107,certified,227125,1,15,4,1
c-like conventional with strings and line comments,substitute,1,138,227107,227107,skip-one,227108,0,-2,0,1
c-like conventional with strings and line comments,substitute,1,138,227107,227107,newline,227126,1,16,5,1
c-like conventional with strings and line comments,substitute,1,138,227107,227107,semicolon,227495,1,385,121,1
c-like conventional with strings and line comments,substitute,1,139,142739,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,140,43462,43462,certified,43469,1,3,2,1
c-like conventional with strings and line comments,substitute,1,140,43462,43462,skip-one,43463,0,-3,0,1
c-like conventional with strings and line comments,substitute,1,140,43462,43462,newline,43469,1,3,2,1
c-like conventional with strings and line comments,substitute,1,140,43462,43462,semicolon,43467,1,1,1,1
c-like conventional with strings and line comments,substitute,1,141,87894,87894,certified,87933,1,34,11,1
c-like conventional with strings and line comments,substitute,1,141,87894,87894,skip-one,87895,0,-4,0,1
c-like conventional with strings and line comments,substitute,1,141,87894,87894,newline,87933,1,34,11,1
c-like conventional with strings and line comments,substitute,1,141,87894,87894,semicolon,88020,1,121,37,1
c-like conventional with strings and line comments,substitute,1,142,95050,95050,certified,95065,1,11,2,1
c-like conventional with strings and line comments,substitute,1,142,95050,95050,skip-one,95051,0,-3,0,1
c-like conventional with strings and line comments,substitute,1,142,95050,95050,newline,95066,1,12,3,1
c-like conventional with strings and line comments,substitute,1,142,95050,95050,semicolon,95216,1,162,55,1
c-like conventional with strings and line comments,substitute,1,143,225765,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,144,95602,95602,certified,95640,1,33,12,1
c-like conventional with strings and line comments,substitute,1,144,95602,95602,skip-one,95603,0,-4,0,1
c-like conventional with strings and line comments,substitute,1,144,95602,95602,newline,95640,1,33,12,1
c-like conventional with strings and line comments,substitute,1,144,95602,95602,semicolon,95647,1,40,14,1
c-like conventional with strings and line comments,substitute,1,145,144660,144660,certified,144665,1,3,1,1
c-like conventional with strings and line comments,substitute,1,145,144660,144660,skip-one,144661,0,-1,0,1
c-like conventional with strings and line comments,substitute,1,145,144660,144660,newline,144665,1,3,1,1
c-like conventional with strings and line comments,substitute,1,145,144660,144660,semicolon,144769,1,107,33,1
c-like conventional with strings and line comments,substitute,1,146,258786,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,147,251597,251597,certified,251622,1,24,7,1
c-like conventional with strings and line comments,substitute,1,147,251597,251597,skip-one,251598,1,0,0,1
c-like conventional with strings and line comments,substitute,1,147,251597,251597,newline,251623,1,25,8,1
c-like conventional with strings and line comments,substitute,1,147,251597,251597,semicolon,251657,1,59,18,1
c-like conventional with strings and line comments,substitute,1,148,78217,78217,certified,78259,1,41,13,1
c-like conventional with strings and line comments,substitute,1,148,78217,78217,skip-one,78218,1,0,0,1
c-like conventional with strings and line comments,substitute,1,148,78217,78217,newline,78259,1,41,13,1
c-like conventional with strings and line comments,substitute,1,148,78217,78217,semicolon,78329,1,111,35,1
c-like conventional with strings and line comments,substitute,1,149,7772,7772,certified,7827,1,53,15,1
c-like conventional with strings and line comments,substitute,1,149,7772,7772,skip-one,7773,0,-1,0,1
c-like conventional with strings and line comments,substitute,1,149,7772,7772,newline,7828,1,54,16,1
c-like conventional with strings and line comments,substitute,1,149,7772,7772,semicolon,7804,1,30,9,1
c-like conventional with strings and line comments,substitute,1,150,60440,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,151,39611,39611,certified,39640,1,26,9,1
c-like conventional with strings and line comments,substitute,1,151,39611,39611,skip-one,39612,0,-2,0,1
c-like conventional with strings and line comments,substitute,1,151,39611,39611,newline,39640,1,26,9,1
c-like conventional with strings and line comments,substitute,1,151,39611,39611,semicolon,39675,1,61,17,1
c-like conventional with strings and line comments,substitute,1,152,59116,59116,certified,59162,1,41,14,1
c-like conventional with strings and line comments,substitute,1,152,59116,59116,skip-one,59117,0,-4,0,1
c-like conventional with strings and line comments,substitute,1,152,59116,59116,newline,59162,1,41,14,1
c-like conventional with strings and line comments,substitute,1,152,59116,59116,semicolon,59137,1,16,5,1
c-like conventional with strings and line comments,substitute,1,153,7528,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,154,236546,236546,certified,236555,1,8,3,1
c-like conventional with strings and line comments,substitute,1,154,236546,236546,skip-one,236547,1,0,0,1
c-like conventional with strings and line comments,substitute,1,154,236546,236546,newline,236555,1,8,3,1
c-like conventional with strings and line comments,substitute,1,154,236546,236546,semicolon,236575,1,28,7,1
c-like conventional with strings and line comments,substitute,1,155,163351,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,156,161442,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,157,248370,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,158,256672,256672,certified,256704,1,31,11,1
c-like conventional with strings and line comments,substitute,1,158,256672,256672,skip-one,256673,1,0,0,1
c-like conventional with strings and line comments,substitute,1,158,256672,256672,newline,256704,1,31,11,1
c-like conventional with strings and line comments,substitute,1,158,256672,256672,semicolon,256686,1,13,4,1
c-like conventional with strings and line comments,substitute,1,159,57367,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,160,196004,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,161,125550,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,162,84565,84565,certified,84574,1,8,2,1
c-like conventional with strings and line comments,substitute,1,162,84565,84565,skip-one,84566,1,0,0,1
c-like conventional with strings and line comments,substitute,1,162,84565,84565,newline,84574,1,8,2,1
c-like conventional with strings and line comments,substitute,1,162,84565,84565,semicolon,84657,1,91,26,1
c-like conventional with strings and line comments,substitute,1,163,43661,43661,certified,43692,1,30,7,1
c-like conventional with strings and line comments,substitute,1,163,43661,43661,skip-one,43662,1,0,0,1
c-like conventional with strings and line comments,substitute,1,163,43661,43661,newline,43693,1,31,8,1
c-like conventional with strings and line comments,substitute,1,163,43661,43661,semicolon,43887,1,225,68,1
c-like conventional with strings and line comments,substitute,1,164,27838,27838,certified,27857,1,17,4,1
c-like conventional with strings and line comments,substitute,1,164,27838,27838,skip-one,27839,0,-1,0,1
c-like conventional with strings and line comments,substitute,1,164,27838,27838,newline,27858,1,18,5,1
c-like conventional with strings and line comments,substitute,1,164,27838,27838,semicolon,28018,1,178,53,1
c-like conventional with strings and line comments,substitute,1,165,190377,190377,certified,190423,1,44,13,1
c-like conventional with strings and line comments,substitute,1,165,190377,190377,skip-one,190378,0,-1,0,1
c-like conventional with strings and line comments,substitute,1,165,190377,190377,newline,190423,1,44,13,1
c-like conventional with strings and line comments,substitute,1,165,190377,190377,semicolon,190400,1,21,6,1
c-like conventional with strings and line comments,substitute,1,166,112990,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,167,130182,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,168,134600,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,169,54855,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,170,32627,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,171,138490,,absorbed,,,,,
c-like conventional with strings and line comments,substitute,1,172,12365,12365,certified,12434,1,64,23,1
c-like conventional with strings and line comments,substitute,1,172,12365,12365,skip-one,12366,0,-4,0,1
c-like conventional with strings and line comments,substitute,1,172,12365,12365,newline,12434,1,64,23,1
c-like conventional with strings and line comments,substitute,1,172,12365,12365,semicolon,12385,1,15,5,1
